age,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret
1.5734015655234812,-1.4418604764282423,-1.3412745070708652,0.1705798321348693,0.32154136058340316
-0.14950686426038257,2.3637124779723293,1.0028034401814396,1.0,0.8105995719913223
1.4545802945039044,1.103571752643243,-1.2723310380340327,0.5190110867944494,0.44394710450630964
0.9198845749158087,0.6690703738477356,-0.617368082184124,1.0,0.39388278649202557
-1.694183387514881,1.1911658429792635,0.5546708914420284,0.3736870205141771,0.2524571679150071
1.0981164814451738,0.049840863947551495,0.27889701529469824,0.5190110867944494,0.0
-1.4565408454757274,-1.565879832052509,-0.13476379892629653,0.1053192563911402,0.0
0.4445994908375015,0.09493881144728479,-0.9620854273682866,1.0,0.0
0.8604739394060203,-0.8217636983069094,1.209633847291937,0.5190110867944494,0.10147133195602734
-1.100077032416997,-1.7514752313783344,0.5546708914420284,1.0,0.0
-1.100077032416997,0.28400328365770516,-0.4450094095920428,0.08788918015439745,0.5662050010417056
-1.3377195744561505,0.7982933387988945,-1.2378593035156165,0.623256198744619,0.44635109811769114
-0.26832813527995936,1.7245357989857246,-0.5828963476657077,0.11799716216541209,0.20233332952166982
0.3851888553277131,-1.4175769662360782,-0.06582032988946417,0.5190110867944494,0.30163625288578366
0.6228313973668667,0.5155638987044127,0.0031231391473683823,1.0,0.49666628736424645
-1.4565408454757274,-0.8833397420084683,-1.3757462415892816,1.0,0.40147369653122483
-0.09009622875059416,-0.5893358150390532,0.07206660818420094,0.0953560520430004,0.0
-0.5653813128289014,-0.4072094885978225,0.0031231391473683823,0.6518559919193864,0.0
-0.6842025838484782,1.2067766709599403,0.5891426259604448,0.7114066520766696,0.0
-0.7436132193582666,1.1287225310565558,-1.582576648699779,0.14786945960895603,0.0
-1.0406663969072085,-1.7514752313783344,0.0031231391473683823,0.1270888146028234,0.42266938058299963
-1.3377195744561505,0.6499904729824638,-0.16923553344471282,0.6425909910776557,0.0
1.6328122010332695,-1.7514752313783344,-0.9620854273682866,0.28130347995478705,0.0
0.3851888553277131,0.24497621370601289,-1.6859918522550277,0.5190110867944494,0.5383587838046109
0.6822420328766551,-1.4635421819569603,0.03759487366578466,0.6287271590389841,0.5758560716267586
-0.8624344903778434,1.8346788630716118,1.0372751746998559,1.0,0.037756068739694434
0.2663675843081363,-1.7514752313783344,1.5888229269945155,1.0,0.0
-1.4565408454757274,-1.4045679429188473,-1.2378593035156165,0.3817416608547173,0.0
0.6822420328766551,1.1564751141333147,-0.341594206036794,1.0,0.0
0.14754631328855947,-0.2745174507620688,1.0372751746998559,0.12135542675741323,0.41283834853450024
1.1575271169549624,-0.7350368761920376,-1.306802772552449,0.7114066520766696,0.0
1.4545802945039044,-0.21901228460855088,-1.306802772552449,1.0,0.6940952627911318
-0.14950686426038257,-0.14702902225320733,-1.4446897106261138,1.0,0.29820269539216565
-1.100077032416997,-0.29273008340619183,-1.6515201177366114,1.0,0.45848158827053387
-0.8030238548680549,-1.384620773832427,0.24442528077628192,0.5628426444770449,0.0
-0.030685593240805747,-0.2649775003294329,1.2441055818103532,1.0,0.0
0.32577821981792465,-0.4861308967223558,0.0031231391473683823,0.5190110867944494,0.0
-0.9812557613974202,0.1452403682739104,0.5201991569236122,0.5190110867944494,0.0
-1.1594876679267854,-0.6344337625387865,1.3819925198840184,1.0,0.0
-0.5059706773191129,-0.3421643720116687,1.485407723439267,1.0,0.0
-1.3377195744561505,-0.9804737827771247,0.34784048433153075,0.11432336884634808,0.022018057700759958
-0.9218451258876318,0.28660508832115134,1.347520785365602,1.0,0.0
-0.9812557613974202,-0.6162211298946634,-0.7552550202577889,0.5190110867944494,0.0
-1.3377195744561505,1.6048527844672016,-1.2033875689972002,1.0,0.1883734333693274
-1.5753621164953042,1.9586982186958783,-0.341594206036794,0.2899052932829898,0.7086938419012279
1.5139909300136927,-1.556339881619873,1.0372751746998559,1.0,0.46064960407398325
-1.6347727520050925,-0.34303164023281746,0.10653834270261721,0.5190110867944494,0.0
0.14754631328855947,0.7826825108182176,0.34784048433153075,0.4533680286669392,0.3512456663398389
0.028725042268982655,1.143466090816084,0.0031231391473683823,0.5190110867944494,0.0
-1.0406663969072085,-1.6127123159945396,0.4857274224051959,0.8076044347177798,0.0
1.0387058459353855,-0.3889968559536995,0.34784048433153075,1.0,0.40718894477845496
1.692222836543058,0.16865661024492576,1.3130490508471857,1.0,0.10682326831445882
-0.44656004180932457,0.22849811750418725,1.1406903782551043,0.09359178470936244,0.3107758636776948
0.8010633038962319,-0.6344337625387865,0.20995354625786605,0.5190110867944494,0.2550735801482087
-0.9218451258876318,0.06978803303397199,1.6577663960313482,0.5190110867944494,0.1436979221621943
-1.218898303436574,0.42363346726264867,-1.5481049141813628,0.26160794593684616,0.0
-1.100077032416997,-1.7514752313783344,-0.341594206036794,0.5190110867944494,0.0
-1.515951480985516,1.0194467351918175,-1.1344440999603675,0.5190110867944494,0.5658974662425834
1.395169658994116,0.680344860722669,-0.7552550202577889,0.5190110867944494,0.21221821612369154
-0.26832813527995936,-1.4071697475822935,-1.5481049141813628,0.5190110867944494,0.28651535168863557
0.9198845749158087,1.5250641081215197,0.6925578295156931,1.0,0.7766697847473217
